Núm,Projeto,Relator,Atribuído a,Categoria,Data de Envio,Atualizado,Estado,Resumo,Corrigido na Versão,Data Limite,Descrição
0003132,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Outras,2018-03-16,2018-04-11,fechado,Erro ao consulta um produto pelo F7.,7.3.0.1,,"Quando a opção de numero ""40)"" da aba ""Estoque"" em configurações está como Matéria Prima, ao consultar um produto pelo F7 o sistema exibe a seguinte mensagem de erro.
SQL Error:  Dynamic SQL Error SQL error code = -104 Token unknown - line 1, column 1017 WHERE. Error Code: -104. Invalid token The SQL: select first ? PRO.CDPRO, PRO.CODBR, PRO.NMPRO, PRO.CDFAB, FAB.NMFAB, PRO.CDGRD, PRO.CDGRU, PRO.CDUND, PRO.PREVE, PRO.PREPR, PRO.PRECU, PRO.PRPRO, PRO.PREAT, PRO.CUSME, PRO.MARKP, PRO.VLDIA, PRO.REPAS, PRO.SALDO, PRO.PROMO, PRO.DTPRO, PRO.LOCAL, PRO.RESEV, PRO.VENCE, PRO.DTCAD, PRO.TPALI, PRO.PBASE, PRO.PICMS, PRO.ALIPI, PRO.SNGPC, PRO.QTATA, PRO.QTMAX, PRO.QTMIM, PRO.ISENT, PRO.PPISS, PRO.PCOFI, PRO.MARKP_PRAZO, PRO.MEDIC, PRO.PAGRE, PRO.PBAGR, EX.PREAT_PRAZO, PRO.TRIBU, PRO.NCSOSN, PRO.INFOR, PRO.CSTPIS, PRO.CSTCOFINS, PRO.PCSOSN, pro.cod_barra_fornecedor, PRO.MARKUP_ATACADO_A_VISTA, PRO.MARKUP_ATACADO_A_PRAZO, PRO.ORIGE, PRO.CSTIPI_ENTRADA, PRO.ALIPI_ENTRADA, PRO.CSTIPI, PRO.ICMSFORA, PRO.TRIBUFORA, pro.NCSOSNFORA, PRO.INTERESTADUAL, PRO.BASE_ICMS_RED_FORA, PRO.ALIQ_ICMS_FORA, PRO.BASE_ICMS_FORA,pro.classificacao_produto, PRO.RESEV_EST, PRO.COD_IPI, PRO.DTPROINICIAL from IN01PRO PRO left join EX01PRO EX on EX.CDPRO = PRO.CDPRO left join IN01FAB FAB on FAB.CDFAB = PRO.CDFAB where PRO.MATPRIMA = 'S' WHERE PRO.NMPRO containing 'A' order by NMPRO; 
O comando não pôde ser executado!"
0003133,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Relatórios,2018-03-22,2018-03-26,fechado,Erro na listagem de movimentação de produtos quando saldo negativo,7.3.0.0,,"Ao listar movimentação de produtos onde o saldo passa dos 1000 e o mesmo encontra-se negativo, o sistema gera a informação apenas do com o sinal negativo, problema observado na wr "
0003124,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Vendas,2018-02-20,2018-03-14,fechado,Marcar orçamento como não importado,7.3.0.1,,"Na finalização da venda, quando feita com importação de orçamento, o cliente cancelar a mesma, o sistema deve marcar o orçamento como não importado, hoje ele continua como importado, no caso para validar isso deverá ser criada uma configuração 'Marcar orçamento como não importado no cancelamento da venda'"
0003128,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Relatórios,2018-02-28,2018-03-06,fechado,Relação de produtos com produtos não apresenta os produtos,7.3.0.1,,Quando a venda é nfce o relatório não mostra os produtos.
0003122,M Projeto GPFB,Ronaldo,Tiago,[M Projeto GPFB]-[Cat] Entrada de Mercadoria,2018-02-19,2018-02-26,fechado,Adicionar acréscimo no produto na entrada de marcadoria,7.3.0.1,,"Quando a entrada é por xml e o há importação do produtos e o usuário preenche o campo embalagem (campo de porcentagem existente na tela de cabeçalho da nota) o sistema não acrescenta esse valor ao preço de custo dos produtos importados.

No caso ele deveria fazer da seguinte forma:

precu = precu + ((precu * embalagem) / 100);"
0003126,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Vendas,2018-02-21,2018-02-26,fechado,O sistema está permitindo fazer venda a prazo ao Consumidor Final.,7.3.0.1,,"Ao fazer uma venda a prazo para o consumidor final, o sistema em vez de mostra uma mensagem informando que não pode fazer venda a prazo para Consumidor Final e seta o curso no campo cliente, para que o usuário selecione um outro cliente para a venda aprazo, ele simplesmente prossegue para a tela de venda."
0003123,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2018-02-20,2018-02-21,fechado,Adicionar configuração para atualização do preço de compra,7.3.0.1,,"Ao dar entrada por importação de XML, verificar se a configuração (que será criada) 'Atualizar preço de compra na importação por XML na entrada', caso esteja marcada o sistema deverá atualizar o campo vldia do produto com base no valor unitário o produto informado no XML"
0003116,M Projeto GPFB,Ronaldo,Tiago,[M Projeto GPFB]-[Cat] Ajuste de Estoque,2018-02-08,2018-02-15,fechado,Criar opção no lançamento de ajustes,7.3.0.1,,"No lançamento de ajustes de estoque, adicionar opção para que o usuário escolha se aquele histórico será usado por todos os próximos lançamentos, caso o usuário marque, enquanto ele não fechar a tela de ajuste o sistema continuará repetindo o histórico, caso o usuário feche a tela o sistema limpará a opção marcada e o campo de hitórico"
0003115,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2018-02-08,2018-02-15,fechado,O sistema não calcula a porcentagem do ICMS normal,7.3.0.1,,"O sistema não calcula a porcentagem do ICMS normal, ao preencher o campo de valor o sistema não calcula a porcentagem. "
0003117,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Vendas,2018-02-09,2018-02-14,fechado,"Na venda a prazo o sistema está exibindo uma mensa informando ""Valor abaixo do valor mínimo para venda á prazo""",7.3.0.1,,"Ao definir um valor minimo para venda a prazo, nas configurações do sistema, na aba contas opção 1), e depois tentar fazer uma venda a prazo, o sistema exibe uma mensagem informando que ""Valor abaixo do valor mínimo para venda á prazo""."
0003114,C Projeto GPFB,Ronaldo,Jorge,[C Projeto GPFB]-[Cat] Relatórios,2018-02-06,2018-02-09,fechado,Informação errada na geração do relatório de movimentação de produtos,7.3.0.1,,"Sem filtros selecionados, apenas informadas as datas do período, o relatório gera um valor maior que o valor real da movimentação"
0003112,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Vendas,2018-01-25,2018-02-09,fechado,O vencimento não aparece na impressão do pedido,,,Mesmo marcando a opção nas configurações o sistema não imprime o vencimento no pedido ao final da venda
0003111,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Relatórios,2018-01-08,2018-02-09,fechado,Adicionar permissão para relatório,,,"Adicionar permissão na aba relatórios no cadastro de menus para acesso ao relatório de ponto de equilíbrio, seguindo o mesmo padrão das outras permissão presentes nesta aba"
0003113,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Relatórios,2018-02-06,2018-02-09,fechado,Informação errada durante impressão do carnê dos títulos a receber,,,"No F9: Selecionando o cliente 26336 e imprimi o documento (F11) ele puxa as informações do cliente: 1579 e a data de vencimento fica para o ano de 2009

Texto por Mayrla"
0003109,C Projeto GPFB,Ronaldo,Junior,[C Projeto GPFB]-[Cat] Contas a Receber,2017-12-20,2017-12-28,fechado,Erro ao tentar baixar títulos a pagar,7.3.0.1,,Quando o usuário tenta dar baixa em títulos a pagar o sistema apresenta a mensagem de erro QryUtil closed
0003105,C Projeto GPFB,Estan,,[C Projeto GPFB]-[Cat] Transferências de Produto,2017-12-15,2017-12-19,fechado,Erro ao imprimir na tela de transferência de produtos.,,,"Ao reimprimir uma transferência de produto o sistema exibe a seguinte mensagem de erro.
Access violation at address 004056F8 in module 'GP.exe'. Read of address 4E48FFF9
O comando não pôde ser executado!"
0003103,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Orçamento / Pedido de Compra,2017-12-12,2017-12-15,fechado,"Mesmo sem produtos selecionados, a rotina de lançamento de produtos é chamada",7.3.0.1,,"Quando o usuário tinha acabado de selecionar um produto e resolveu não lançá-lo, o sistema identificava que o mesmo ainda estava selecionado para lançamento, e sem os campos de quantidade, valor e produto não estarem com informações preenchidas, o sistema tentava realizar o lançamento do produto ao pressionar F2
"
0003104,C Projeto GPFB,Ronaldo,Junior,[C Projeto GPFB]-[Cat] Transferências de Produto,2017-12-13,2017-12-15,fechado,Erro na alteração de uma transferência,7.3.0.1,,"Quando o usuário realiza uma transferência de saída, finaliza a mesma e depois de um tempo volta para alterá-la, ao digitar o número da transferência e sair do campo em questão, o sistema carrega os dados, porém, não carrega o tipo de movimentação fazendo com que uma movimentação que era de Saída se torne uma de Entrada"
0003101,C Projeto GPFB,Ronaldo,Junior,[C Projeto GPFB]-[Cat] Cadastro de Produtos,2017-12-09,2017-12-15,fechado,Ao preencher NCM de um produto e selecionar regra de tributação o sistema limpa o campo NCM,7.3.0.1,,"O cliente portal da construção (sistel 1290) verificou que ao preencher o campo NCM e selecionar uma regra de tributação o sistema limpa o campo NCM, isso inviabiliza a velocidade de preenchimento do cadastro de produtos, pois, obriga o usuário a preencher duas vezes o mesmo campo, no caso isso ocorre na alteração (edição) do produto."
0003102,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Vendas,2017-12-11,2017-12-15,fechado,Problema durante a importação de orçamento,7.3.0.1,,"Ao realizar a operação de importação de um orçamento para a venda, caso o orçamento possua um produto com código que parte dele coincida com de outro (Ex.: 1434, 14344), o sistema está pegando as informação do primeiro que encontrar na pesquisa, e levando as informações incorretas para a venda."
0003099,M Projeto GPFB,Ronaldo,Junior,[M Projeto GPFB]-[Cat] Geral,2017-12-08,2017-12-11,fechado,Bloquear mouse e teclado na abertura do sistema,7.3.0.0,,"Durante o processo de início do sistema, quando o mesmo estiver verificando a validação do registro, bloquear mouse e teclado para evitar erros que aparecem na tentativa de usar quaisquer funções durante esse processo"
0003100,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2017-12-08,2017-12-08,fechado,Aumentar campo de código de barras na impressão da nota de entrada,7.3.0.0,,O campo de código de barras na nota de entrada está cortando parte da informação a ser impressa.
0003029,C Projeto GPFB,Ronaldo,Claudio,[C Projeto GPFB]-[Cat] Emissão de NFe,2017-06-28,2017-12-08,fechado,"Sistema, em alguns momentos, deixa de apresentar a partilha de ICMS nos dados adicionais",,,"O sistema hora apresenta as informações da partilha de ICMS nos dados adicionais, hora não apresenta, situação verifica pelo próprio desenvolvedor presente no momento da falha"
0003098,M Projeto GPFB,Ronaldo,Junior,[M Projeto GPFB]-[Cat] Relatórios,2017-12-05,2017-12-06,fechado,Adicionar opção para retirada de produtos inativos do relatório de relação compra e venda,7.3.0.0,,"Adicionar opção de retirar da listagem do relatório ""Relação Compra e Venda"" os produtos inativos "
0003096,C Projeto GPFB,Ronaldo,Junior,[C Projeto GPFB]-[Cat] Relatórios,2017-12-01,2017-12-06,fechado,Relatório de curva ABC não leva em consideração campo CANCE do lan,7.3.0.0,,"O relatório Curva ABC não considera campo CANCE do lan, o que acarreta erro ao apresentar informações ao usuário, esse relatório não deve considerar os produtos de vendas canceladas "
0003086,M Projeto GPFB,Ronaldo,Tiago,[M Projeto GPFB]-[Cat] Geral,2017-11-16,2017-12-06,fechado,Criar vinculo de pré-cadastro de clientes no GP com o mobile,7.3.0.0,,"Criar pré-cadastro de clientes no GP  tomando por base informações adicionadas no GP em base vinculada com o mobile, apresentar as informações transmitidas pelo mobile e deixar que o usuário decida se vai cadastrar o cliente ou não, essas informações deverão ser adicionadas na tabela de cliente sempre pegando o código do ultimo cliente mais um. Quaisquer dúvidas pode me perguntar"
0003093,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2017-11-24,2017-12-06,fechado,Importação de XML para empresa simples nacional,7.3.0.0,,"Não inserir informações de icms normal quando a empresa for do simples nacional, isso está gerando problemas com escrita e sped"
0003097,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2017-12-04,2017-12-05,fechado,O sistema está autorizando da desconta maior que 100% na entrada de mercadoria.,7.3.0.0,,"Na entrada de mercadoria O sistema está autorizando da desconta maior que 100%, fazer alteração para o mesmo não permiti que o valor do desconto seja maior que o valor da nota.

alteração solicitada por Amorim."
0003095,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Cadastro Clientes,2017-11-29,2017-12-05,fechado,Erro na validação da informação do email do cliente,7.3.0.0,,"Quando o usuário tenta inserir um email no cliente que o domínio tem '-', o sistema apresenta a mensagem de caractere inválido. 
Exemplo de email: fulano@sesc-ce.com.br"
0003092,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Cadastro de Produtos,2017-11-23,2017-12-05,fechado,"Quando a classificação de um produto é ""Ativo Imobilizado"" o saldo do mesmo não aparece no F7.",,,"Quando a classificação de um produto é ""Ativo Imobilizado"" o saldo do mesmo não aparece no F7, corrigir para que o mesmo conste no F7, porém seu saldo não deve ser considerado quando for gerado o inventário.

Solicitação de Amorim.
Segue mensagem recebida para a criação desse caso:

O produtos com classificação 07 e 09 terão suas movimentações registradas na tabela de lançamentos tanto na entrada quando na saída mas o saldo (F7) permanece zerado.
Os produtos com classificação 08 terão suas movimentações registradas na tabela de lançamentos tanto na entrada quando na saída e o saldo (F7) acompanha porém seu saldo não deve ser considerado quando for gerado o inventário."
0002895,C Projeto GPFB,Isaias,,[C Projeto GPFB]-[Cat] Vendas,2016-12-13,2017-11-29,fechado,Erro quando lança um produto sngpc e fecha sem salvar.,,,Na venda quando lança um produto do SNGCP e fecha sem confirmar o lançamento ele cria o registro em branco mas não mostra como inconsciência na listagem.
0002885,M Projeto GPFB,Isaias,Isaias,[M Projeto GPFB]-[Cat] Vendas,2016-12-06,2017-11-29,fechado,"Quando clicar duas vezes em um prazo da listagem lançar ele no campo ""Prazo"".",,,Quando selecionar um prazo da listagem e da dois cliques ou pressionar enter colocar o prazo como selecionado. 
0003091,M Projeto GPFB,Ronaldo,Junior,[M Projeto GPFB]-[Cat] Geral,2017-11-22,2017-11-28,fechado,Adicionar campo CSOSN no cadastro de nota de serviço de comunicação,7.2.9.9,,"Adicionar campo CSOSN no cadastro de nota de serviço de comunicação, adiconar campo na tabela registronsc, verificar tamanho do campo que deve ser 3, e deve aceitar apenas números"
0003090,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Cadastro de Produtos,2017-11-18,2017-11-27,fechado,"A opção de ""Regra para Tributação"" está visível na tela de Identificação do cadastro de produtos.",7.2.9.9,,"Após cadastra um produto usando ""Regra para Tributação"", e em seguida clicar em SIM para fazer um novo cadastro, quando o sistema abre atela a opção de ""Regra para Tributação"" está visível na primeira tela, sendo que a mesma só é para está visível na aba ""Impostos""."
0003094,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Vendas,2017-11-27,2017-11-27,fechado,Desalinhamento na informação impressa na venda,7.2.9.9,,"Quando selecionar pra imprimir a marca no pedido, o sistema está colocando muito espaço na impressão do item, fazendo com que a informação ultrapasse a margem do restante da impressão "
0003087,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Relatórios,2017-11-17,2017-11-22,fechado,Erro no relatório de comissão por vendedor,7.3.0.0,,"Na base da GiGi, no relatório de comissão por vendedor ao colocar um período de dois ou três meses que tenha movimentação nos mesmo, o sistema exibe a seguinte mensagem de erro.
System Error.  Code: 1400.
O identificador da janela é inválido
O comando não pôde ser executado!"
0003089,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Orçamento / Pedido de Compra,2017-11-18,2017-11-22,fechado,A opção quantidade padrão nas permissões de usuário não está funcionando no orçamento.,,,"A opção ""Quantidade Padrão"" nas permissões de usuário, não está funcionando para o orçamento. "
0003088,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Orçamento / Pedido de Compra,2017-11-18,2017-11-22,fechado,A barra de rolagem está cobrindo o valor dos produto no orçamento.,7.3.0.0,,"Após inserir o segundo produto no Orçamento, o sistema passa a mostra a barra de rolagem e a mesma fica cobrindo o valor dos produto."
0003081,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Vendas,2017-10-31,2017-11-16,fechado,Quando faz um venda do tipo NFC-e a vista e volta para alterar ela fica como venda aprazo.,7.3.0.0,,"Fiz uma venda como padrão NFC-e a VISTA, fui entrar nela para dar um desconto e ela considera a PRAZO - 
Erro: Quando faz um venda do tipo NFC-e a vista e volta para alterar ela fica como venda aprazo.
Caso relatado por Taumar."
0003082,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Relatórios,2017-10-31,2017-11-14,fechado,No Relatório de Curva ABC produtos so sai o que é V ou P,7.3.0.0,,"No Relatório de Curva ABC produtos so sai o que é V ou P
caso relatado por  Taumar."
0003084,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Cadastro de Produtos,2017-11-07,2017-11-14,fechado,Erro ao cadastrar produto preenchendo o campo FCP,7.3.0.0,,"Ao preencher o campo FCP no cadastro de produtos com valores que possuam mais de um dígito antes da vírgula e mais de 4 após, e tentar salvar aquele cadastro, o sistema disparava um erro"
0003040,M Projeto GPFB,Ronaldo,Tiago,[M Projeto GPFB]-[Cat] Orçamento / Pedido de Compra,2017-07-27,2017-11-14,fechado,Adicionar dados à impressão do orçamento,7.3.0.0,,"Adicionar dados do peso do cadastro de produtos na impressão do orçamento, adicionar também configuração para controle dessa impressão, o peso deve ser diretamente proporcional à quantidade do produto inserida no orçamento"
0003068,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Contas a Receber,2017-10-09,2017-11-14,fechado,"o Campo multa só é calculado junto ao titulo do cliente, quando marca ou desmarca o checkbox ao lado do campo.",7.3.0.0,,"Na tela de contas a receber, o campo multa só é calculado junto ao titulo do cliente, quando marca ou desmarca o checkbox ao lado do campo.

Sugestão:Colocar uma opção com valor fixo para o valor fixo nas configurações do sistema."
0003070,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Contas a Receber,2017-10-10,2017-11-14,fechado,O sistema não está consultando os Títulos pela data.,7.3.0.0,,"Ao consulta um titulo pela data o sistema exibe a seguinte mensagem.
Valor Inválido! Redigite.
e não lista os títulos."
0003064,M Projeto GPFB,Ronaldo,Tiago,[M Projeto GPFB]-[Cat] Relatórios,2017-09-27,2017-11-13,fechado,"Adicionar mesmo filtro de cidade do Venda de produtos, no notas de saída",7.3.0.0,,Adicionar filtro de cidades existente no relatório de Venda de Produtos ao relatório de notas de saída
0003069,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Vendas,2017-10-10,2017-11-09,fechado,Erro no final da venda a prazo.,7.3.0.0,,"Na base da casa dos sonhos, ao fazer uma venda a prazo, quando finaliza a mesma o sistema exibe a seguinte mensagem de erro.
tblFatura: Cannot perform this operation on a closed dataset
O comando não pôde ser executado!
Após a mensagem não há mais como utilizar o sistema, tendo que matá o processo."
0003083,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Outras,2017-11-01,2017-11-09,fechado,Erro na tela de Cadastro de Notas Fiscais de Transportes.,7.3.0.0,,"Na tela de Notas de serviços de Transportes, no campo ""Base Cálc. ICMS"" ao coloca um valor com quatro dígitos ou mais o sistema exibe a seguinte mensagem de erro.
'1.000,00' is not a valid floating point value
O comando não pôde ser executado!"
0003085,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Cadastro de Produtos,2017-11-07,2017-11-07,fechado,Adicionar uma configuração para mensagem no cadastro de produto.,7.3.0.0,,"Após altera um produto, quando o usuário clica em salvar o sistema exibe a seguinte mensagem, ""Deseja relacionar esse produto com m Fornecedor?"" 
Criar uma configuração para essa mensagem aparecer ou não no cadastro de produtos."
0003079,C Projeto GPFB,Estan,,[C Projeto GPFB]-[Cat] Outras Entradas / Saídas,2017-10-26,2017-11-01,fechado,Fazer alteração para que o sistema permita fazer devolução parcial de produto do cupom fiscal eletrônico.,,,"Atualmente na opção ""Outras Entrada/Saída"" o sistema não permite que seja feito devolução de mercadoria do cupom fiscal Eletrônico, altera para que a mesma aceite fazer devolução parcial de produtos emitido pelo cupom fiscal eletrônico.
Alteração solicitada por Amorim"
0003078,C Projeto GPFB,Estan,,[C Projeto GPFB]-[Cat] Outras,2017-10-26,2017-11-01,fechado,Erro na tela de cadastro de serviços ISS.,,,"Na tela de cadastro de serviço ISS ao clicar no botão Inserir o sistema exibe a seguinte mensagem de erro.
Error reading btCancelar.BeforeAction: Invalid property value
O comando não pôde ser executado!"
0003076,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Cadastro de Produtos,2017-10-19,2017-10-31,fechado,"A opção ""incluir inativos"" do cadastro de produtos não está funcionando.",7.3.0.0,,"Na base de dados da empresa ""Picinas e Acessórios"", na tela de cadastro de produtos a opção incluir inativos fica desativado, e os produtos inativos ficam sempre aparecendo."
0003075,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2017-10-17,2017-10-31,fechado,O sistema está zerando o preço de venda dos produtos importados pelo XML.,7.3.0.0,,"Na entrada de mercadoria, quando os produtos são importados pelo XML, o sistema está zerando o preço de venda dos mesmo."
0003077,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2017-10-26,2017-10-31,fechado,Erro na tela de lançamento de produtos da entrada de mercadorias.,7.3.0.0,,"Na entrada de mercadorias, na tela de lançamento dos produtos ao clicar no botão Impostos, o sistema exibe a seguinte mensagem de erro.
Could not convert variant of type (Null) into type (Double)
O comando não pôde ser executado!"
0003074,C Projeto Eu Resolvo 2.0,Estan,,.,2017-10-16,2017-10-17,fechado,O sistema está zerando o preço de venda dos produtos importados pelo XML.,,,"Na entrada de mercadoria, quando os produtos são importados pelo XML, o sistema está zerando o preço de venda dos mesmo.
"
0003071,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2017-10-11,2017-10-13,fechado,Se os itens importados na nota de entrada não tiver o markup a nota ele não imprimir o preço de venda dos itens.,7.3.0.0,,"Se os itens importados na nota de entrada não tiver o markup no cadastro antes de importar a nota ele não imprimir o preço de venda dos itens.

caso relatado por wilson:"
0003072,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Contas a Receber,2017-10-13,2017-10-13,fechado,"sistema não mostra os produtos do pedido, na tela de Contas a Receber.",7.3.0.0,,"Ao fazer uma venda aprazo usando o MFE, ao abrir a tela de ""Exibição dos Produtos Referentes ao  Pedido"" na baixa dos títulos, o sistema não mostra os produtos do pedido."
0003073,C Projeto GPFB,Estan,,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2017-10-13,2017-10-13,fechado,"Problema ao importa um XML, quando os produtos da base atual não tem código de barra.",7.3.0.0,,"Ao importa um XML na entrada de mercadorias, quando o usuário vai fazer o relacionamento, se os produtos do XML não tiver código de barra, e na base para o qual ele está sendo importado, tiver algum produto sem o código de barra, o sistema informa que o produto já possui um código de barra, sendo que o mesmo não tem."
0003067,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Relatórios,2017-10-06,2017-10-09,fechado,Erro no relatório de Notas de Entrada/Saída,7.3.0.0,,"No Relatorio de notas de entrada/saida quando feito o filtro por vendedor o sistema não gera o relatorio.
Em Dlurdes quando gera esse mesmo relatório o sistema exibe uma mensagem de erro."
0003065,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2017-10-03,2017-10-09,fechado,O campo saldo está saindo vazio na impressão da nota de entrada.,7.3.0.0,,"Após da entrada em uma nota, quando o usuário faz a impressão, o campo ""Saldo"" da impressão está saindo vazio."
0003057,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Relatórios,2017-09-09,2017-10-09,fechado,Erro no relatório de Notas de  saída.,7.3.0.0,,"No relatório de notas de saída, ao selecionar um tipo de pagamento e confirmar para gerar o relatório, o sistema exibe a seguinte mensagem de erro.

SQL Error:  Dynamic SQL Error SQL error code = -206 Column unknown FC.CDDOC At line 1, column 376. Error Code: -206. can't format message 13:794 -- message system code -4 The SQL: select l.cfop, sum((l.quant * l.valor)-(iif (f.valno = 0, 0, ((f.valde * (l.quant * l.valor)) / f.valno)))+ coalesce(l.vagre, 0.0)) AS CFOP_VALOR from in01lan l left join in01fat f on f.fatur = l.notfi left join in01cli c on f.cdcli = c.cdcli where (F.CANCE = 'N' or F.CANCE is null)  and (F.DTEMI >= '09.09.2017')  and (F.DTEMI <= '09.09.2017') and (l.venda <> 'X') and (FC.CDDOC = 'CR') and F.VENDA <> 'R'  and (l.VENDA in ('V', 'P','W','K')) and (l.cance = 'N' or l.cance is null) GROUP BY 1
; 
O comando não pôde ser executado!"
0003066,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Relatórios,2017-10-03,2017-10-03,fechado,No relatório de balancete o valor da primeira linha está saindo diferente do Preview.,7.3.0.0,,"No relatório de balancete, ao fazer a impressão o valor da primeira linha está saindo diferente do Preview."
0003051,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2017-08-29,2017-09-29,fechado,Preencher automaticamente o campo st selo dos produtos,7.3.0.0,,"Na entrada de mercadoria, ao lançar produtos preencher os campos de substituição selo no produto com as informações que estão presentes no cabeçalho da nota, preencher campo alíquota com a alíquota informada no cabeçalho, preencher o campo base de calculo com o valor do produto + a agregação selo, preencher o valor com o cálculo que já existe "
0003059,M Projeto GPFB,Ronaldo,Junior,[M Projeto GPFB]-[Cat] Geral,2017-09-13,2017-09-28,fechado,Adicionar verificação de protocolo usado para conexão e verificação de dados do cliente,7.3.0.0,,"Adicionar verificação de protocolo de conexão realizada entre o GP e o site, a verificação deverá acontecer primeiro utilizando o HTTPS e caso o sistema não tenha retorno, deverá ser realizada a verificação com o HTTP, isso ocorre devido a mudança do servidor usado pelo sistema "
0003052,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2017-08-29,2017-09-27,fechado,Mudar função de consulta da nota pela chave,7.3.0.0,,"Na entrada de mercadoria realizar o cast da série apresentada na chave para integer e no campo de filtro também, assim evitasse erros, caso a nota já tenha sido lançada com série igual a 1 e ao digitar a chave a série usada para consulta é 001."
0003063,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Relatórios,2017-09-27,2017-09-27,fechado,Corrigir relatório de compras com produtos,7.3.0.0,,O relatório está apresentando produtos de notas que coincidam os números mas tenha serie e fornecedor diferente
0003050,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2017-08-29,2017-09-27,fechado,Adicionar campo para gravação da porcentagem de agregação do selo,7.3.0.0,,No cabeçalho da nota criar campo para gravar a porcentagem de agregação da substituição do selo
0003056,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Vendas,2017-09-08,2017-09-27,fechado,O sistema está permitindo  dar desconto a um produto de um grupo que não é permitido dar desconto.,7.3.0.0,,"Ao fazer uma venda com um produto que pertença a um grupo que não é permitido dar desconto, e inserir o mesmo na venda o sistema permite alterar o preço do mesmo.
"
0003058,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Vendas,2017-09-13,2017-09-27,fechado,A impressão da venda está saindo com o texto desalinhado.,7.3.0.0,,"O texto do campo Observação da venda e da referencia de entrega a domicilio, está saindo desalinhado na impressão do pedido.

OBS: adicionar quebra de texto baseado no modelo da impressão da configuração da aba vendas"
